country,iso3c,year,prevalence,iso2c,gdp_percap,population,birth_rate,neonat_mortal_rate,region,income
Montenegro,MNE,1995,16649.46759,ME,NA,611712,14.86,9.8,Europe & Central Asia,Upper middle income
Montenegro,MNE,1996,16808.13474,ME,NA,611003,14.548,9.8,Europe & Central Asia,Upper middle income
Montenegro,MNE,1997,16967.1157,ME,NA,609520,14.269,9.7,Europe & Central Asia,Upper middle income
Montenegro,MNE,1998,17111.9632,ME,NA,607662,14.032,9.5,Europe & Central Asia,Upper middle income
Montenegro,MNE,1999,17266.44649,ME,NA,606001,13.839,9.3,Europe & Central Asia,Upper middle income
Montenegro,MNE,2000,17403.94835,ME,6614.685954,604950,13.692,9,Europe & Central Asia,Upper middle income
Montenegro,MNE,2001,17519.50733,ME,6812.382129,607389,13.586,8.7,Europe & Central Asia,Upper middle income
Montenegro,MNE,2002,17637.45135,ME,7020.192931,609828,13.51,8.3,Europe & Central Asia,Upper middle income
Montenegro,MNE,2003,17751.73742,ME,7309.94785,612267,13.447,7.8,Europe & Central Asia,Upper middle income
Montenegro,MNE,2004,17841.70513,ME,7827.54914,613353,13.386,7.4,Europe & Central Asia,Upper middle income
Montenegro,MNE,2005,17940.88417,ME,8405.736845,614261,13.312,6.8,Europe & Central Asia,Upper middle income
Montenegro,MNE,2006,18025.07479,ME,10522.58229,615025,13.211,6.4,Europe & Central Asia,Upper middle income
Montenegro,MNE,2007,18119.76376,ME,12483.18626,615875,13.077,5.9,Europe & Central Asia,Upper middle income
Montenegro,MNE,2008,18200.91341,ME,13919.91698,616969,12.911,5.4,Europe & Central Asia,Upper middle income
Montenegro,MNE,2009,18283.94837,ME,13127.68684,618294,12.713,5,Europe & Central Asia,Upper middle income
Montenegro,MNE,2010,18355.02336,ME,13439.59768,619428,12.491,4.5,Europe & Central Asia,Upper middle income
Montenegro,MNE,2011,18420.65824,ME,14215.55918,620079,12.257,4.1,Europe & Central Asia,Upper middle income
Montenegro,MNE,2012,18472.42966,ME,13812.69594,620601,12.025,3.8,Europe & Central Asia,Upper middle income
Montenegro,MNE,2013,18506.97379,ME,14623.74484,621207,11.808,3.5,Europe & Central Asia,Upper middle income
Montenegro,MNE,2014,18538.89481,ME,15054.75501,621810,11.612,3.3,Europe & Central Asia,Upper middle income
Montenegro,MNE,2015,18575.17613,NA,NA,NA,NA,NA,NA,NA
Montenegro,MNE,2016,18574.4884,NA,NA,NA,NA,NA,NA,NA
Montenegro,MNE,2017,18585.08809,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,1990,1139448.701,MA,2521.369376,24950128,29.365,36.5,Middle East & North Africa,Lower middle income
Morocco,MAR,1991,1165467.257,MA,2742.403651,25410178,28.553,35.6,Middle East & North Africa,Lower middle income
Morocco,MAR,1992,1191698.794,MA,2697.315259,25866445,27.749,34.7,Middle East & North Africa,Lower middle income
Morocco,MAR,1993,1219705.942,MA,2694.048787,26314339,26.929,33.9,Middle East & North Africa,Lower middle income
Morocco,MAR,1994,1247801.611,MA,2993.016457,26747660,26.094,33,Middle East & North Africa,Lower middle income
Morocco,MAR,1995,1276906.729,MA,2845.807817,27161889,25.251,32.1,Middle East & North Africa,Lower middle income
Morocco,MAR,1996,1311382.719,MA,3209.179277,27556892,24.411,31.1,Middle East & North Africa,Lower middle income
Morocco,MAR,1997,1353992.693,MA,3169.324623,27934014,23.599,30.1,Middle East & North Africa,Lower middle income
Morocco,MAR,1998,1399763.691,MA,3391.452926,28292299,22.841,29.2,Middle East & North Africa,Lower middle income
Morocco,MAR,1999,1444054.597,MA,3438.378293,28630973,22.157,28.3,Middle East & North Africa,Lower middle income
Morocco,MAR,2000,1480968.412,MA,3542.766114,28950553,21.573,27.5,Middle East & North Africa,Lower middle income
Morocco,MAR,2001,1511802.129,MA,3846.516371,29250983,21.112,26.9,Middle East & North Africa,Lower middle income
Morocco,MAR,2002,1541309.22,MA,3985.802655,29535591,20.776,26.2,Middle East & North Africa,Lower middle income
Morocco,MAR,2003,1569970.886,MA,4264.271943,29812685,20.56,25.5,Middle East & North Africa,Lower middle income
Morocco,MAR,2004,1598772.762,MA,4545.539605,30093109,20.454,24.9,Middle East & North Africa,Lower middle income
Morocco,MAR,2005,1628599.184,MA,4796.499521,30385479,20.453,24.3,Middle East & North Africa,Lower middle income
Morocco,MAR,2006,1658585.513,MA,5262.52,30691434,20.546,23.8,Middle East & North Africa,Lower middle income
Morocco,MAR,2007,1687869.634,MA,5533.290467,31011322,20.703,23.2,Middle East & North Africa,Lower middle income
Morocco,MAR,2008,1717635.347,MA,5909.277886,31350544,20.889,22.6,Middle East & North Africa,Lower middle income
Morocco,MAR,2009,1746061.138,MA,6133.763743,31714958,21.069,21.9,Middle East & North Africa,Lower middle income
Morocco,MAR,2010,1773256.726,MA,6365.189662,32107739,21.2,21.1,Middle East & North Africa,Lower middle income
Morocco,MAR,2011,1799611.766,MA,6746.899456,32531964,21.245,20.3,Middle East & North Africa,Lower middle income
Morocco,MAR,2012,1822102.418,MA,6979.899079,32984190,21.187,19.6,Middle East & North Africa,Lower middle income
Morocco,MAR,2013,1841268.85,MA,7323.950688,33452686,21.023,18.9,Middle East & North Africa,Lower middle income
Morocco,MAR,2014,1857583.665,MA,7518.058667,33921203,20.75,18.2,Middle East & North Africa,Lower middle income
Morocco,MAR,2015,1871572.479,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,2016,1882682.542,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,2017,1891537.018,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1990,383997.1947,MZ,242.3845605,13371971,45.509,61.5,Sub-Saharan Africa,Low income
Mozambique,MOZ,1991,390406.9695,MZ,256.0628558,13719853,45.638,60.5,Sub-Saharan Africa,Low income
Mozambique,MOZ,1992,396799.8643,MZ,239.7393762,14203987,45.768,59.6,Sub-Saharan Africa,Low income
Mozambique,MOZ,1993,403407.6391,MZ,256.629205,14775877,45.853,58.4,Sub-Saharan Africa,Low income
Mozambique,MOZ,1994,410355.0662,MZ,267.598162,15363065,45.872,57.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,1995,417316.6922,MZ,269.6375678,15913101,45.814,55.5,Sub-Saharan Africa,Low income
Mozambique,MOZ,1996,425314.8362,MZ,337.7048597,16410777,45.682,53.8,Sub-Saharan Africa,Low income
Mozambique,MOZ,1997,433448.3492,MZ,370.298009,16872896,45.501,51.6,Sub-Saharan Africa,Low income
Mozambique,MOZ,1998,442184.3988,MZ,407.9615172,17317376,45.288,49.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,1999,451547.1671,MZ,435.1325441,17774066,45.049,46.6,Sub-Saharan Africa,Low income
Mozambique,MOZ,2000,461559.2647,MZ,440.3525845,18264536,44.784,44.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,2001,472077.1381,MZ,493.4222085,18792357,44.495,41.9,Sub-Saharan Africa,Low income
Mozambique,MOZ,2002,483375.7696,MZ,529.3821578,19348715,44.178,39.8,Sub-Saharan Africa,Low income
Mozambique,MOZ,2003,495626.6092,MZ,558.3079979,19928496,43.834,38.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,2004,508862.52,MZ,600.5492643,20523159,43.468,36.6,Sub-Saharan Africa,Low income
Mozambique,MOZ,2005,522240.4282,MZ,654.6779387,21126676,43.084,35.2,Sub-Saharan Africa,Low income
Mozambique,MOZ,2006,536403.4674,MZ,720.4239655,21737860,42.685,34.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,2007,551064.4161,MZ,772.4257715,22359637,42.277,33.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,2008,566873.4008,MZ,818.4804732,22994867,41.862,32.3,Sub-Saharan Africa,Low income
Mozambique,MOZ,2009,584682.873,MZ,852.8593034,23647815,41.443,31.4,Sub-Saharan Africa,Low income
Mozambique,MOZ,2010,604289.6069,MZ,895.4996639,24321457,41.02,30.6,Sub-Saharan Africa,Low income
Mozambique,MOZ,2011,626328.7784,MZ,951.8253639,25016921,40.59,29.8,Sub-Saharan Africa,Low income
Mozambique,MOZ,2012,650132.6326,MZ,1010.221252,25732928,40.152,29.1,Sub-Saharan Africa,Low income
Mozambique,MOZ,2013,675703.8241,MZ,1069.495168,26467180,39.705,28.4,Sub-Saharan Africa,Low income
Mozambique,MOZ,2014,703321.18,MZ,1135.732688,27216276,39.256,27.8,Sub-Saharan Africa,Low income
Mozambique,MOZ,2015,733308.9344,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,2016,765511.5818,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,2017,800217.5996,NA,NA,NA,NA,NA,NA,NA
Myanmar,MMR,1990,723371.5239,MM,NA,42007309,26.986,46.6,East Asia & Pacific,Low income
Myanmar,MMR,1991,739098.1562,MM,NA,42588029,26.317,46,East Asia & Pacific,Low income
Myanmar,MMR,1992,754293.6389,MM,NA,43126260,25.769,45.2,East Asia & Pacific,Low income
Myanmar,MMR,1993,770191.0496,MM,NA,43642311,25.323,44.3,East Asia & Pacific,Low income
Myanmar,MMR,1994,785171.0132,MM,NA,44164109,24.974,43.4,East Asia & Pacific,Low income
Myanmar,MMR,1995,800502.6948,MM,NA,44710931,24.719,42.3,East Asia & Pacific,Low income
Myanmar,MMR,1996,815271.8658,MM,NA,45290888,24.556,41.2,East Asia & Pacific,Low income
Myanmar,MMR,1997,828295.4028,MM,NA,45895991,24.464,40.2,East Asia & Pacific,Low income
Myanmar,MMR,1998,841430.0054,MM,NA,46509586,24.415,39.3,East Asia & Pacific,Low income
Myanmar,MMR,1999,854584.5363,MM,NA,47106923,24.38,38.3,East Asia & Pacific,Low income
Myanmar,MMR,2000,868911.0204,MM,NA,47669791,24.318,37.3,East Asia & Pacific,Low income
Myanmar,MMR,2001,884869.6031,MM,NA,48195684,24.193,36.5,East Asia & Pacific,Low income
Myanmar,MMR,2002,899926.3718,MM,NA,48689952,23.985,35.6,East Asia & Pacific,Low income
Myanmar,MMR,2003,915162.9029,MM,NA,49151958,23.682,34.9,East Asia & Pacific,Low income
Myanmar,MMR,2004,930671.3586,MM,NA,49582751,23.28,34.2,East Asia & Pacific,Low income
Myanmar,MMR,2005,946054.696,MM,NA,49984704,22.779,33.5,East Asia & Pacific,Low income
Myanmar,MMR,2006,962439.9269,MM,NA,50355559,22.189,32.8,East Asia & Pacific,Low income
Myanmar,MMR,2007,978483.9479,MM,NA,50698814,21.544,32.1,East Asia & Pacific,Low income
Myanmar,MMR,2008,993114.2054,MM,NA,51030006,20.88,31.7,East Asia & Pacific,Low income
Myanmar,MMR,2009,1007473.718,MM,NA,51369725,20.223,30.5,East Asia & Pacific,Low income
Myanmar,MMR,2010,1024710.358,MM,NA,51733013,19.601,29.7,East Asia & Pacific,Low income
Myanmar,MMR,2011,1043287.412,MM,NA,52125411,19.038,29,East Asia & Pacific,Low income
Myanmar,MMR,2012,1063507.185,MM,NA,52543841,18.543,28.4,East Asia & Pacific,Low income
Myanmar,MMR,2013,1083980.429,MM,NA,52983829,18.119,27.7,East Asia & Pacific,Low income
Myanmar,MMR,2014,1105659.254,MM,NA,53437159,17.769,27,East Asia & Pacific,Low income
Myanmar,MMR,2015,1128180.298,NA,NA,NA,NA,NA,NA,NA
Myanmar,MMR,2016,1151001.873,NA,NA,NA,NA,NA,NA,NA
Myanmar,MMR,2017,1175285.966,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,1990,36217.23681,NA,3694.589162,1415447,38.055,27.7,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1991,37834.7452,NA,3986.485243,1466152,37.545,27,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1992,39406.5059,NA,4233.240293,1513689,36.976,26.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1993,40957.61452,NA,4140.255602,1559480,36.35,25.2,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1994,42443.26996,NA,4177.359565,1605828,35.675,24.3,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1995,43829.35727,NA,4301.158348,1654214,34.963,23.3,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1996,45060.40951,NA,4383.932085,1705349,34.229,22.5,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1997,46063.6579,NA,4507.708429,1758097,33.498,21.7,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1998,46946.48535,NA,4571.850609,1809920,32.795,21,Sub-Saharan Africa,Upper middle income
Namibia,NAM,1999,47797.93654,NA,4675.756895,1857320,32.139,20.3,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2000,48750.39489,NA,4843.200505,1897953,31.546,19.6,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2001,49783.70421,NA,4926.136338,1931005,31.025,18.9,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2002,50758.77264,NA,5169.677046,1957749,30.573,18.3,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2003,51690.31505,NA,5433.093625,1980531,30.192,17.8,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2004,52585.72531,NA,6197.91768,2002745,29.884,17.4,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2005,53450.11605,NA,6480.580238,2027026,29.667,17.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2006,54169.720909999996,NA,7058.513564,2053915,29.559,17,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2007,54758.79195,NA,7617.350335,2083174,29.554,17.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2008,55364.45,NA,7849.99947,2115703,29.631,17.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2009,56054.88335,NA,7797.928202,2152357,29.762,17.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2010,57004.94279,NA,8212.329315,2193643,29.903,17.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2011,58157.68778,NA,8625.717922,2240161,30.002,16.9,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2012,59444.93168,NA,9021.895763,2291645,30.023,16.7,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2013,60856.73142,NA,9460.588245,2346592,29.937,16.4,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2014,62335.90906,NA,9985.283393,2402858,29.733,16.1,Sub-Saharan Africa,Upper middle income
Namibia,NAM,2015,63980.69863,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,2016,65689.04075,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,2017,67635.83036,NA,NA,NA,NA,NA,NA,NA
Nepal,NPL,1990,502845.1124,NP,774.5920996,18741688,38.546,58.5,South Asia,Low income
Nepal,NPL,1991,510960.4128,NP,829.4093747,19237322,38.079,56.2,South Asia,Low income
Nepal,NPL,1992,521198.8339,NP,859.5486818,19765570,37.594,54,South Asia,Low income
Nepal,NPL,1993,532786.6532,NP,889.2631812,20312687,37.09,51.9,South Asia,Low income
Nepal,NPL,1994,545217.514,NP,957.0449111,20859421,36.56,49.8,South Asia,Low income
Nepal,NPL,1995,558626.446,NP,985.7758438,21390905,35.989,47.7,South Asia,Low income
Nepal,NPL,1996,576252.2915,NP,1032.558714,21902534,35.357,45.8,South Asia,Low income
Nepal,NPL,1997,598232.9926,NP,1078.980654,22395247,34.655,44,South Asia,Low income
Nepal,NPL,1998,622488.1664,NP,1100.43409,22866496,33.879,42.4,South Asia,Low income
Nepal,NPL,1999,646570.957,NP,1144.131152,23315053,33.036,40.8,South Asia,Low income
Nepal,NPL,2000,667246.7202,NP,1220.46425,23740145,32.137,39.3,South Asia,Low income
Nepal,NPL,2001,684358.6103,NP,1286.472736,24140941,31.2,37.8,South Asia,Low income
Nepal,NPL,2002,701433.1651,NP,1287.734432,24516969,30.249,36.5,South Asia,Low income
Nepal,NPL,2003,717882.3666,NP,1345.907258,24868900,29.301,35.1,South Asia,Low income
Nepal,NPL,2004,734886.3441,NP,1428.757638,25198130,28.369,33.8,South Asia,Low income
Nepal,NPL,2005,752705.1842,NP,1507.568314,25506847,27.451,32.5,South Asia,Low income
Nepal,NPL,2006,771528.7041,NP,1588.265153,25794344,26.533,31.3,South Asia,Low income
Nepal,NPL,2007,790939.1349,NP,1668.740402,26063619,25.607,30.1,South Asia,Low income
Nepal,NPL,2008,810910.7933,NP,1787.40582,26325183,24.676,29,South Asia,Low income
Nepal,NPL,2009,830463.5676,NP,1863.683463,26592666,23.76,27.8,South Asia,Low income
Nepal,NPL,2010,850466.524,NP,1956.465866,26875910,22.892,26.7,South Asia,Low income
Nepal,NPL,2011,868971.8282,NP,2042.140687,27179237,22.116,25.6,South Asia,Low income
Nepal,NPL,2012,885763.9596,NP,2153.736493,27500515,21.455,24.7,South Asia,Low income
Nepal,NPL,2013,901042.3193,NP,2251.831963,27834981,20.923,23.8,South Asia,Low income
Nepal,NPL,2014,914797.5004,NP,2382.889212,28174724,20.516,23,South Asia,Low income
Nepal,NPL,2015,927470.4083,NA,NA,NA,NA,NA,NA,NA
Nepal,NPL,2016,937825.5446,NA,NA,NA,NA,NA,NA,NA
Nepal,NPL,2017,947763.4861,NA,NA,NA,NA,NA,NA,NA
Netherlands,NLD,1990,637582.9211,NL,18791.58489,14951510,13.2,4.6,Europe & Central Asia,High income: OECD
Netherlands,NLD,1991,650879.2928,NL,19734.55579,15069798,13.2,4.5,Europe & Central Asia,High income: OECD
Netherlands,NLD,1992,662744.424,NL,20374.14269,15184166,13,4.4,Europe & Central Asia,High income: OECD
Netherlands,NLD,1993,672502.4292,NL,20974.51017,15290368,12.8,4.3,Europe & Central Asia,High income: OECD
Netherlands,NLD,1994,680519.9843,NL,21922.57958,15382838,12.7,4.2,Europe & Central Asia,High income: OECD
Netherlands,NLD,1995,685877.7317,NL,22963.47222,15459006,12.3,4.1,Europe & Central Asia,High income: OECD
Netherlands,NLD,1996,688462.1354,NL,24124.92679,15530498,12.2,4,Europe & Central Asia,High income: OECD
Netherlands,NLD,1997,689476.568,NL,25652.89957,15610650,12.3,3.9,Europe & Central Asia,High income: OECD
Netherlands,NLD,1998,689072.5947,NL,27331.30896,15707209,12.7,3.9,Europe & Central Asia,High income: OECD
Netherlands,NLD,1999,688176.5268,NL,28924.93859,15812088,12.7,3.9,Europe & Central Asia,High income: OECD
Netherlands,NLD,2000,688193.3725,NL,31528.09845,15925513,13,3.8,Europe & Central Asia,High income: OECD
Netherlands,NLD,2001,688629.2092,NL,32804.06619,16046180,12.6,3.8,Europe & Central Asia,High income: OECD
Netherlands,NLD,2002,688891.9012,NL,33950.39553,16148929,12.5,3.7,Europe & Central Asia,High income: OECD
Netherlands,NLD,2003,689025.5392,NL,33739.81975,16225302,12.3,3.6,Europe & Central Asia,High income: OECD
Netherlands,NLD,2004,690051.9648,NL,35401.92947,16281779,11.9,3.5,Europe & Central Asia,High income: OECD
Netherlands,NLD,2005,692533.3238,NL,37306.30497,16319868,11.5,3.4,Europe & Central Asia,High income: OECD
Netherlands,NLD,2006,695629.9916,NL,40815.45115,16346101,11.3,3.3,Europe & Central Asia,High income: OECD
Netherlands,NLD,2007,698782.8681,NL,43659.16585,16381696,11.1,3.2,Europe & Central Asia,High income: OECD
Netherlands,NLD,2008,702145.5883,NL,46140.34644,16445593,11.2,3,Europe & Central Asia,High income: OECD
Netherlands,NLD,2009,706195.1224,NL,44386.51362,16530388,11.2,2.9,Europe & Central Asia,High income: OECD
Netherlands,NLD,2010,709816.6919,NL,44773.87287,16615394,11.1,2.8,Europe & Central Asia,High income: OECD
Netherlands,NLD,2011,713938.7223,NL,46388.29359,16693074,10.8,2.7,Europe & Central Asia,High income: OECD
Netherlands,NLD,2012,718064.9525,NL,46448.8848,16754962,10.5,2.6,Europe & Central Asia,High income: OECD
Netherlands,NLD,2013,721867.2771,NL,47954.50404,16804432,10.2,2.5,Europe & Central Asia,High income: OECD
Netherlands,NLD,2014,726513.0339,NL,48253.33414,16865008,10.4,2.4,Europe & Central Asia,High income: OECD
Netherlands,NLD,2015,730541.4988,NA,NA,NA,NA,NA,NA,NA
Netherlands,NLD,2016,735130.896,NA,NA,NA,NA,NA,NA,NA
Netherlands,NLD,2017,739102.7896,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,1990,134959.3762,NZ,14855.62876,3329800,17.5,4.3,East Asia & Pacific,High income: OECD
New Zealand,NZL,1991,136630.9965,NZ,14557.74869,3495100,17.4,4.2,East Asia & Pacific,High income: OECD
New Zealand,NZL,1992,138487.1816,NZ,14910.48309,3531700,17.28,4,East Asia & Pacific,High income: OECD
New Zealand,NZL,1993,140301.1411,NZ,15960.63441,3572200,16.53,3.8,East Asia & Pacific,High income: OECD
New Zealand,NZL,1994,142055.6692,NZ,17095.05838,3620000,15.95,3.6,East Asia & Pacific,High income: OECD
New Zealand,NZL,1995,143719.8849,NZ,17889.55503,3673400,15.77,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,1996,144913.8235,NZ,18464.28479,3732000,15.34,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,1997,145382.2209,NZ,19132.49118,3781300,15.23,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,1998,145710.4215,NZ,19320.56254,3815000,14.51,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,1999,146111.504,NZ,20579.00242,3835100,14.87,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,2000,147056.7147,NZ,21512.74927,3857700,14.66,3.5,East Asia & Pacific,High income: OECD
New Zealand,NZL,2001,148577.862,NZ,22500.32495,3880500,14.36,3.4,East Asia & Pacific,High income: OECD
New Zealand,NZL,2002,150584.5493,NZ,23306.45195,3948500,13.67,3.4,East Asia & Pacific,High income: OECD
New Zealand,NZL,2003,152887.0821,NZ,23957.915,4027200,13.94,3.3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2004,155344.4817,NZ,25083.8,4087500,14.2,3.2,East Asia & Pacific,High income: OECD
New Zealand,NZL,2005,157860.8876,NZ,25677.26149,4133900,13.96,3.1,East Asia & Pacific,High income: OECD
New Zealand,NZL,2006,159606.5395,NZ,27735.89333,4184600,14.14,3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2007,160178.0873,NZ,29376.17527,4223800,15.15,3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2008,160055.8299,NZ,29860.21278,4259800,15.1,3.1,East Asia & Pacific,High income: OECD
New Zealand,NZL,2009,159943.3867,NZ,30714.04911,4302600,14.53,3.2,East Asia & Pacific,High income: OECD
New Zealand,NZL,2010,160360.851,NZ,31270.05821,4350700,14.68,3.3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2011,161188.3579,NZ,32734.38316,4384000,14,3.4,East Asia & Pacific,High income: OECD
New Zealand,NZL,2012,161930.6897,NZ,33065.51124,4408100,13.87,3.3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2013,162650.851,NZ,37096.09987,4442100,13.2,3.3,East Asia & Pacific,High income: OECD
New Zealand,NZL,2014,163483.686,NZ,37711.52041,4509700,12.68,3.2,East Asia & Pacific,High income: OECD
New Zealand,NZL,2015,164470.8622,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,2016,165481.5812,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,2017,166605.4989,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,1990,75596.55842,NI,1951.862766,4144564,35.797,23.5,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1991,79076.09683,NI,1969.159022,4236805,34.792,22.8,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1992,82612.0731,NI,1977.713429,4331273,33.799,22.2,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1993,86216.71613,NI,1973.426093,4426577,32.823,21.6,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1994,89808.8934,NI,2039.315504,4520727,31.87,21,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1995,93346.50876,NI,2161.182504,4612229,30.948,20.3,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1996,96841.99812,NI,2296.167272,4700777,30.058,19.7,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1997,100437.8583,NI,2384.550062,4786641,29.201,19,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1998,104006.2706,NI,2457.293862,4869627,28.38,18.5,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,1999,107544.6186,NI,2627.258776,4949661,27.602,17.8,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2000,110828.7338,NI,2754.333031,5026792,26.879,17.2,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2001,113952.4307,NI,2858.4557370000002,5100750,26.224,16.7,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2002,117092.5928,NI,2884.081324,5171736,25.638,16.2,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2003,120169.7045,NI,2975.956176,5240876,25.119,15.7,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2004,123307.1311,NI,3178.479409,5309703,24.657,15,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2005,126255.4314,NI,3376.96543,5379327,24.237,14.4,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2006,129286.0523,NI,3578.083708,5450217,23.839,13.8,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2007,131887.0664,NI,3817.186363,5522119,23.444,13.3,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2008,134623.9446,NI,3951.24718,5594524,23.037,12.7,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2009,137236.5523,NI,3822.164429,5666595,22.61,12.3,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2010,140049.3584,NI,3942.82262,5737722,22.163,11.8,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2011,143101.8046,NI,4223.427239,5807787,21.702,11.4,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2012,146147.8047,NI,4488.17451,5877034,21.24,11,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2013,149139.1829,NI,4713.088688,5945646,20.788,10.6,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2014,152140.3347,NI,4952.343436,6013913,20.35,10.3,Latin America & Caribbean,Lower middle income
Nicaragua,NIC,2015,155214.3767,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,2016,158445.12,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,2017,161725.5121,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1990,174880.8041,NE,585.3607425,7911884,55.122,54.5,Sub-Saharan Africa,Low income
Niger,NER,1991,180552.6768,NE,600.4893198,8168834,55.106,53.6,Sub-Saharan Africa,Low income
Niger,NER,1992,186770.328,NE,555.5550075,8442330,55.048,52.7,Sub-Saharan Africa,Low income
Niger,NER,1993,193158.6274,NE,557.8435728,8732500,54.952,51.6,Sub-Saharan Africa,Low income
Niger,NER,1994,200099.7536,NE,572.4323825,9039088,54.816,50.3,Sub-Saharan Africa,Low income
Niger,NER,1995,207284.7098,NE,578.9229807,9361912,54.64,49.2,Sub-Saharan Africa,Low income
Niger,NER,1996,214777.27,NE,588.2929776,9701730,54.422,48,Sub-Saharan Africa,Low income
Niger,NER,1997,222684.5733,NE,593.0051071,10058960,54.168,46.9,Sub-Saharan Africa,Low income
Niger,NER,1998,230586.3862,NE,638.2062358,10432657,53.884,45.8,Sub-Saharan Africa,Low income
Niger,NER,1999,238765.4055,NE,621.1404083,10821434,53.576,44.6,Sub-Saharan Africa,Low income
Niger,NER,2000,247399.6568,NE,603.8282498,11224523,53.251,43.4,Sub-Saharan Africa,Low income
Niger,NER,2001,255997.9061,NE,637.7278176,11642308,52.913,42.1,Sub-Saharan Africa,Low income
Niger,NER,2002,264671.8517,NE,642.9859659,12075991,52.568,40.7,Sub-Saharan Africa,Low income
